#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
175,Togepi,Fairy,,245,35,20,65,40,65,20,2,False,https://img.pokemondb.net/sprites/home/normal/togepi.png,"Togepi is a small, light-yellow Pokémon with a rounded, egg-shaped body. After hatching from its Egg, Togepi's body remains encased in its eggshell. That shell has a white base color, and rounded, mostly unfilled shapes (with thick borders that are either red or blue) dot the shell on all sides. Sticking out of its shell, Togepi has stubby, rounded cone arms and round feet with two toes each. Togepi has thin, black, oval eyes with thin, black arcs on their outer sides. Its head has five round-tipped, conical spikes that seem to form a crown. It also has semi-oval, brown pads on the soles of its feet.
"
176,Togetic,Fairy,Flying,405,55,40,85,80,105,40,2,False,https://img.pokemondb.net/sprites/home/normal/togetic.png,"Togetic is a dainty, bipedal Pokémon that is small in stature. It is white with a red and blue triangular ring pattern on its body. It also has a relatively long neck and long legs and a pair of wings on its back, giving it a vaguely angelic appearance. Togetic is capable of levitating itself without needing to flap its wings.
"
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,2,False,https://img.pokemondb.net/sprites/home/normal/natu.png,"Natu is a tiny, mostly green avian Pokémon with a nearly spherical body colored in accents of red, yellow, and black. It possesses brightly colored, yellow-and-red wings with thick black stripes. The wings are small and not fully-grown, thus making it unable to fly. However, it can hop and climb tree trunks. Natu has a red crest on the top of its head, and its three-toed feet and three tail feathers are red as well. Natu also has almond-shaped eyes and a yellow beak.
"
178,Xatu,Psychic,Flying,470,65,75,70,95,70,95,2,False,https://img.pokemondb.net/sprites/home/normal/xatu.png,"Xatu is a green, condor-like Pokémon with long, red-and-black tipped white wings that cover most of its front. Underneath its wings are designs that resemble red eyes. Along with its main green coloration, Xatu's design has accents of black, yellow, and red. There is an extra set of yellow stripes on a male Xatu. It has almond eyes, a long, slightly hooked beak, and two long, red feather crests. Xatu's feet have only two toes, one in front and one in back. Xatu's design is similar to a totem pole or a kachina doll.
"
179,Mareep,Electric,,280,55,40,40,65,45,35,2,False,https://img.pokemondb.net/sprites/home/normal/mareep.png,"Mareep is an ovine Pokémon with fluffy cream-colored wool covering its entire body, as well as a curly tuft of wool in the middle of its head. Its head is blue, and it has black eyes. Its four feet are blue and have two digits on each foot, and it appears to be on tiptoe at all times. Its conical ears and tail have a yellow-and-black striped pattern. Mareep has an orange sphere at the end of its tail, which acts like a small light bulb. This sphere glows brighter the more electricity it has.
"
180,Flaaffy,Electric,,365,70,55,55,80,60,45,2,False,https://img.pokemondb.net/sprites/home/normal/flaaffy.png,"Flaaffy is a pink, bipedal, ovine Pokémon. It has thick, conical ears with black stripes on the sides of its head and small, blue eyes. A white mane of wool covers its head and upper body. This mane forms sideways curls on the top of its head. It has stubby arms and one nail on each foot. Flaaffy's long tail has black stripes and is tipped with a blue orb.
"
181,Ampharos,Electric,,510,90,75,85,115,90,55,2,False,https://img.pokemondb.net/sprites/home/normal/ampharos.png,"Ampharos is a yellow, bipedal ovine Pokémon with a white belly. It has conical ears with black stripes and a red orb on its forehead. Its long neck has several black rings around it near the base. Its stubby arms resemble flippers and each foot has a single white nail. It has a long, black-striped tail with a red orb at the tip. The orb on its tail can shine so bright, that it can be seen from space. People have used the light as a beacon, or to send signals across the ocean. Ampharos is generally found in grasslands, though it can also be found in farms alongside its pre-evolved forms Mareep and Flaaffy.
"
181,AmpharosMega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,2,False,https://img.pokemondb.net/sprites/home/normal/ampharos-mega.png,
182,Bellossom,Grass,,490,75,80,95,90,100,50,2,False,https://img.pokemondb.net/sprites/home/normal/bellossom.png,"Bellossom is a primarily green flowering plant Pokémon with circular blue eyes and red markings on its cheeks. It has two bright red Rafflesia-like flowers on its head and green and yellow leaves around its waist that resemble a skirt, all adding to the appearance of a hula dancer. Bellossom's petals are said to be more beautiful the worse the aroma of the Gloom it evolved from. When it rubs the petals on its head together, it creates a pleasing sound. Bellossom does not possess feet; in the anime, its center-most leaves bent as it was getting ready to spring, suggesting that it uses its leaves as substitutes for feet or legs. However, the Pokédex does classify it as a biped.
"
183,Marill,Water,Fairy,250,70,20,50,20,50,40,2,False,https://img.pokemondb.net/sprites/home/normal/marill.png,"Marill is a small, blue, bipedal semi-aquatic rodent Pokémon. It has a nearly spherical shape with a white belly, and has round ears with red insides. These sensitive ears can detect distant sounds. Marill's arms and feet are short and possess no visible digits. There is a blue, bubble-like ball at the tip of its zigzagging black tail. The tail is flexible and configured to stretch, and the ball is full of oil that acts as a buoy to help keep Marill afloat. The ball at the tip of its tail can glow when Marill attacks. In the anime, Marill was shown to be able to bounce on its tail.
"
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,False,https://img.pokemondb.net/sprites/home/normal/azumarill.png,"Azumarill is a blue, bipedal semiaquatic leporine Pokémon that has an ovoid body. The lower half of its body is white with a white, bubble-like pattern above it, which helps to camouflage it in water. It has elongated, rabbit-like ears with red insides and circular eyes. When in the water, it rolls up its ears to prevent the insides from becoming wet. Its arms and feet are short with rounded ends and no discernible digits. It has a black zigzagging tail with a blue, bubble-like tip. The tip of its tail tends to glow when it attacks or is excited.
"
185,Sudowoodo,Rock,,410,70,100,115,30,65,30,2,False,https://img.pokemondb.net/sprites/home/normal/sudowoodo.png,"Sudowoodo is a Pokémon that has a brown, log-shaped body with yellow spots. It has short legs with toeless feet, and thin forelegs with three green spheres at the ends of its fingers. It has a forked ""branch"" on top of its head, which is shorter on the female than on the male. Despite its appearance, Sudowoodo's composition is closer to a rock than a plant. Originally, it was incorrectly believed to be a Grass-type.
"
186,Politoed,Water,,500,90,75,75,90,100,70,2,False,https://img.pokemondb.net/sprites/home/normal/politoed.png,"Politoed is a green, bipedal, amphibian Pokémon with yellow hands, belly, throat, and toes. It has a long, curled hair on top of its head and pink cheek spots that are smaller on the female than on the male. There is a green swirl on its belly. Its legs are well developed and it has bulbous toes and fingers.
"
187,Hoppip,Grass,Flying,250,35,35,40,35,55,50,2,False,https://img.pokemondb.net/sprites/home/normal/hoppip.png,"Hoppip is a round, pink plant Pokémon with long green leaves growing on top of its head. The leaves on its head have ragged edges, similar to a dandelion. It has big, triangular ears with dark insides, and beady yellow eyes that lack pupils. Its arms and legs are stubby, and it has a short tail with a rounded tip. There is a circular yellow pad on the underside of each foot.
"
188,Skiploom,Grass,Flying,340,55,45,50,45,65,80,2,False,https://img.pokemondb.net/sprites/home/normal/skiploom.png,"Skiploom is a plant Pokémon that has a round, green body with stubby arms, feet, and tail. It has large, flat ears on the sides of its head and oval, orange eyes with no pupils. On top of its head is a yellow bloom with a white center. Skiploom spreads its petals to absorb as much sunlight as possible. The bloom on top of its head opens and closes as the temperature fluctuates and its flower blossoms when the temperature rises above 64 °F (18 °C). Because of this, it is sometimes used as a thermometer. It floats in the air to try to get closer to the sun, but closes its flower and immediately hides under the shade of a tree when it rains. If the weather gets too cold, Skiploom will fly away and migrate to warmer regions so that it can photosynthesize. Some people claim to be able to determine a Skiploom's birth location by the scent coming off of its flower. Skiploom lives in temperate grasslands. As seen in the games, the bloom on its head can turn clockwise.
"
